"l [mm]","Voltage [V]","w [mm]","Freq [GHz]","dB(St(patch_T1,patch_T1)) []"
25.5,4,30,2.6,-2.36672354893627
25.5,4,30,2.62,-3.07365507253788
25.5,4,30,2.64,-4.05674122847876
25.5,4,30,2.66,-5.21933979670759
25.5,4,30,2.68,-5.97142183008077
25.5,4,30,2.7,-5.55908349546573
25.5,4,30,2.72,-4.38963137689323
25.5,4,30,2.74,-3.27027067425091
25.5,4,30,2.76,-2.4513655934903
25.5,4,30,2.78,-1.89476937295989
25.5,4,30,2.8,-1.51930883786712
25.5,5,30,1.8,-0.198392276010439
25.5,5,30,1.82,-0.203687902854427
25.5,5,30,1.84,-0.209188062737538
25.5,5,30,1.86,-0.214902306188243
25.5,5,30,1.88,-0.220841537038911
25.5,5,30,1.9,-0.227018171060815
25.5,5,30,1.92,-0.23344632754523
25.5,5,30,1.94,-0.240142060664577
25.5,5,30,1.96,-0.247123639113931
25.5,5,30,1.98,-0.254411884657624
25.5,5,30,2,-0.262030582931543
25.5,5,30,2.02,-0.270006983371956
25.5,5,30,2.04,-0.278372409719394
25.5,5,30,2.06,-0.287163008541171
25.5,5,30,2.08,-0.296420671126151
25.5,5,30,2.1,-0.306194174624128
25.5,5,30,2.12,-0.316540602405129
25.5,5,30,2.14,-0.327527122687006
25.5,5,30,2.16,-0.339233230510468
25.5,5,30,2.18,-0.351753594011814
25.5,5,30,2.2,-0.365201695881286
25.5,5,30,2.22,-0.379714531169981
25.5,5,30,2.24,-0.39545872264129
25.5,5,30,2.26,-0.412638558993928
25.5,5,30,2.28,-0.431506671644586
25.5,5,30,2.3,-0.452378377008109
25.5,5,30,2.32,-0.47565117845976
25.5,5,30,2.34,-0.501831634438244
25.5,5,30,2.36,-0.531572902666135
25.5,5,30,2.38,-0.565728009435033
25.5,5,30,2.4,-0.605426682098872
25.5,5,30,2.42,-0.652188138213673
25.5,5,30,2.44,-0.708089799238336
25.5,5,30,2.46,-0.776024705171287
25.5,5,30,2.48,-0.86010236521695
25.5,5,30,2.5,-0.96628567646733
25.5,5,30,2.52,-1.10342133720298
25.5,5,30,2.54,-1.28492670978316
25.5,5,30,2.56,-1.5315409850877
25.5,5,30,2.58,-1.8756164552786
25.5,5,30,2.6,-2.36672354893627
25.5,5,30,2.62,-3.07365507253788
25.5,5,30,2.64,-4.05674122847876
25.5,5,30,2.66,-5.21933979670759
25.5,5,30,2.68,-5.97142183008077
25.5,5,30,2.7,-5.55908349546573
25.5,5,30,2.72,-4.38963137689323
25.5,5,30,2.74,-3.27027067425091
25.5,5,30,2.76,-2.4513655934903
25.5,5,30,2.78,-1.89476937295989
25.5,5,30,2.8,-1.51930883786712
26,0,30,1.8,-0.193395184357783
26,0,30,1.82,-0.198565200431753
26,0,30,1.84,-0.203921574389015
26,0,30,1.86,-0.209474465026565
26,0,30,1.88,-0.21523570389875
26,0,30,1.9,-0.22121898971228
26,0,30,1.92,-0.22744012445307
26,0,30,1.94,-0.233917300270291
26,0,30,1.96,-0.240671448454898
26,0,30,1.98,-0.247726664829299
26,0,30,2,-0.255110729730606
26,0,30,2.02,-0.262855745821409
26,0,30,2.04,-0.270998923611476
26,0,30,2.06,-0.279583553395194
26,0,30,2.08,-0.288660214106732
26,0,30,2.1,-0.298288285507796
26,0,30,2.12,-0.308537851780455
26,0,30,2.14,-0.319492114356235
26,0,30,2.16,-0.331250473115101
26,0,30,2.18,-0.343932493027223
26,0,30,2.2,-0.357683055511298
26,0,30,2.22,-0.372679111814208
26,0,30,2.24,-0.389138627373012
26,0,30,2.26,-0.407332559176988
26,0,30,2.28,-0.427601086632317
26,0,30,2.3,-0.450375891274177
26,0,30,2.32,-0.476211168093152
26,0,30,2.34,-0.505827445079495
26,0,30,2.36,-0.540174517025125
26,0,30,2.38,-0.580523434003524
26,0,30,2.4,-0.628603526519774
26,0,30,2.42,-0.686810690421323
26,0,30,2.44,-0.758530837053665
26,0,30,2.46,-0.848653410865518
26,0,30,2.48,-0.964404615123979
26,0,30,2.5,-1.11672561659135
26,0,30,2.52,-1.32257878664554
26,0,30,2.54,-1.60877523044025
26,0,30,2.56,-2.01793705495647
26,0,30,2.58,-2.61558653948152
26,0,30,2.6,-3.48719418364213
26,0,30,2.62,-4.6694257245174
26,0,30,2.64,-5.85762129437252
26,0,30,2.66,-6.10916136041382
26,0,30,2.68,-5.1122344980352
26,0,30,2.7,-3.82547040980903
26,0,30,2.72,-2.8197876773217
26,0,30,2.74,-2.13278525328253
26,0,30,2.76,-1.6748672546939
26,0,30,2.78,-1.36608814929335
26,0,30,2.8,-1.15312413333137
26,1,30,1.8,-0.193395184357783
26,1,30,1.82,-0.198565200431753
26,1,30,1.84,-0.203921574389015
26,1,30,1.86,-0.209474465026565
26,1,30,1.88,-0.21523570389875
26,1,30,1.9,-0.22121898971228
26,1,30,1.92,-0.22744012445307
26,1,30,1.94,-0.233917300270291
26,1,30,1.96,-0.240671448454898
26,1,30,1.98,-0.247726664829299
26,1,30,2,-0.255110729730606
26,1,30,2.02,-0.262855745821409
26,1,30,2.04,-0.270998923611476
26,1,30,2.06,-0.279583553395194
26,1,30,2.08,-0.288660214106732
26,1,30,2.1,-0.298288285507796
26,1,30,2.12,-0.308537851780455
26,1,30,2.14,-0.319492114356235
26,1,30,2.16,-0.331250473115101
26,1,30,2.18,-0.343932493027223
26,1,30,2.2,-0.357683055511298
26,1,30,2.22,-0.372679111814208
26,1,30,2.24,-0.389138627373012
26,1,30,2.26,-0.407332559176988
26,1,30,2.28,-0.427601086632317
26,1,30,2.3,-0.450375891274177
26,1,30,2.32,-0.476211168093152
26,1,30,2.34,-0.505827445079495
26,1,30,2.36,-0.540174517025125
26,1,30,2.38,-0.580523434003524
26,1,30,2.4,-0.628603526519774
26,1,30,2.42,-0.686810690421323
26,1,30,2.44,-0.758530837053665
26,1,30,2.46,-0.848653410865518
26,1,30,2.48,-0.964404615123979
26,1,30,2.5,-1.11672561659135
26,1,30,2.52,-1.32257878664554
26,1,30,2.54,-1.60877523044025
26,1,30,2.56,-2.01793705495647
26,1,30,2.58,-2.61558653948152
26,1,30,2.6,-3.48719418364213
26,1,30,2.62,-4.6694257245174
26,1,30,2.64,-5.85762129437252
26,1,30,2.66,-6.10916136041382
26,1,30,2.68,-5.1122344980352
26,1,30,2.7,-3.82547040980903
26,1,30,2.72,-2.8197876773217
26,1,30,2.74,-2.13278525328253
26,1,30,2.76,-1.6748672546939
26,1,30,2.78,-1.36608814929335
26,1,30,2.8,-1.15312413333137
26,2,30,1.8,-0.193395184357783
26,2,30,1.82,-0.198565200431753
26,2,30,1.84,-0.203921574389015
26,2,30,1.86,-0.209474465026565
26,2,30,1.88,-0.21523570389875
26,2,30,1.9,-0.22121898971228
26,2,30,1.92,-0.22744012445307
26,2,30,1.94,-0.233917300270291
26,2,30,1.96,-0.240671448454898
26,2,30,1.98,-0.247726664829299
26,2,30,2,-0.255110729730606
26,2,30,2.02,-0.262855745821409
26,2,30,2.04,-0.270998923611476
26,2,30,2.06,-0.279583553395194
26,2,30,2.08,-0.288660214106732
26,2,30,2.1,-0.298288285507796
26,2,30,2.12,-0.308537851780455
26,2,30,2.14,-0.319492114356235
26,2,30,2.16,-0.331250473115101
26,2,30,2.18,-0.343932493027223
26,2,30,2.2,-0.357683055511298
26,2,30,2.22,-0.372679111814208
26,2,30,2.24,-0.389138627373012
26,2,30,2.26,-0.407332559176988
26,2,30,2.28,-0.427601086632317
26,2,30,2.3,-0.450375891274177
26,2,30,2.32,-0.476211168093152
26,2,30,2.34,-0.505827445079495
26,2,30,2.36,-0.540174517025125
26,2,30,2.38,-0.580523434003524
26,2,30,2.4,-0.628603526519774
26,2,30,2.42,-0.686810690421323
26,2,30,2.44,-0.758530837053665
26,2,30,2.46,-0.848653410865518
26,2,30,2.48,-0.964404615123979
26,2,30,2.5,-1.11672561659135
26,2,30,2.52,-1.32257878664554
26,2,30,2.54,-1.60877523044025
26,2,30,2.56,-2.01793705495647
26,2,30,2.58,-2.61558653948152
26,2,30,2.6,-3.48719418364213
26,2,30,2.62,-4.6694257245174
26,2,30,2.64,-5.85762129437252
26,2,30,2.66,-6.10916136041382
26,2,30,2.68,-5.1122344980352
26,2,30,2.7,-3.82547040980903
26,2,30,2.72,-2.8197876773217
26,2,30,2.74,-2.13278525328253
26,2,30,2.76,-1.6748672546939
26,2,30,2.78,-1.36608814929335
26,2,30,2.8,-1.15312413333137
26,3,30,1.8,-0.193395184357783
26,3,30,1.82,-0.198565200431753
26,3,30,1.84,-0.203921574389015
26,3,30,1.86,-0.209474465026565
26,3,30,1.88,-0.21523570389875
26,3,30,1.9,-0.22121898971228
26,3,30,1.92,-0.22744012445307
26,3,30,1.94,-0.233917300270291
26,3,30,1.96,-0.240671448454898
26,3,30,1.98,-0.247726664829299
26,3,30,2,-0.255110729730606
26,3,30,2.02,-0.262855745821409
26,3,30,2.04,-0.270998923611476
26,3,30,2.06,-0.279583553395194
26,3,30,2.08,-0.288660214106732
26,3,30,2.1,-0.298288285507796
26,3,30,2.12,-0.308537851780455
26,3,30,2.14,-0.319492114356235
26,3,30,2.16,-0.331250473115101
26,3,30,2.18,-0.343932493027223
26,3,30,2.2,-0.357683055511298
26,3,30,2.22,-0.372679111814208
26,3,30,2.24,-0.389138627373012
26,3,30,2.26,-0.407332559176988
26,3,30,2.28,-0.427601086632317
26,3,30,2.3,-0.450375891274177
26,3,30,2.32,-0.476211168093152
26,3,30,2.34,-0.505827445079495
26,3,30,2.36,-0.540174517025125
26,3,30,2.38,-0.580523434003524
26,3,30,2.4,-0.628603526519774
26,3,30,2.42,-0.686810690421323
26,3,30,2.44,-0.758530837053665
26,3,30,2.46,-0.848653410865518
26,3,30,2.48,-0.964404615123979
26,3,30,2.5,-1.11672561659135
26,3,30,2.52,-1.32257878664554
26,3,30,2.54,-1.60877523044025
26,3,30,2.56,-2.01793705495647
26,3,30,2.58,-2.61558653948152
26,3,30,2.6,-3.48719418364213
26,3,30,2.62,-4.6694257245174
26,3,30,2.64,-5.85762129437252
26,3,30,2.66,-6.10916136041382
26,3,30,2.68,-5.1122344980352
26,3,30,2.7,-3.82547040980903
26,3,30,2.72,-2.8197876773217
26,3,30,2.74,-2.13278525328253
26,3,30,2.76,-1.6748672546939
26,3,30,2.78,-1.36608814929335
26,3,30,2.8,-1.15312413333137
26,4,30,1.8,-0.193395184357783
26,4,30,1.82,-0.198565200431753
26,4,30,1.84,-0.203921574389015
26,4,30,1.86,-0.209474465026565
26,4,30,1.88,-0.21523570389875
26,4,30,1.9,-0.22121898971228
26,4,30,1.92,-0.22744012445307
26,4,30,1.94,-0.233917300270291
26,4,30,1.96,-0.240671448454898
26,4,30,1.98,-0.247726664829299
26,4,30,2,-0.255110729730606
26,4,30,2.02,-0.262855745821409
26,4,30,2.04,-0.270998923611476
26,4,30,2.06,-0.279583553395194
26,4,30,2.08,-0.288660214106732
26,4,30,2.1,-0.298288285507796
26,4,30,2.12,-0.308537851780455
26,4,30,2.14,-0.319492114356235
26,4,30,2.16,-0.331250473115101
26,4,30,2.18,-0.343932493027223
26,4,30,2.2,-0.357683055511298
26,4,30,2.22,-0.372679111814208
26,4,30,2.24,-0.389138627373012
26,4,30,2.26,-0.407332559176988
26,4,30,2.28,-0.427601086632317
26,4,30,2.3,-0.450375891274177
26,4,30,2.32,-0.476211168093152
26,4,30,2.34,-0.505827445079495
26,4,30,2.36,-0.540174517025125
26,4,30,2.38,-0.580523434003524
26,4,30,2.4,-0.628603526519774
26,4,30,2.42,-0.686810690421323
26,4,30,2.44,-0.758530837053665
26,4,30,2.46,-0.848653410865518
26,4,30,2.48,-0.964404615123979
26,4,30,2.5,-1.11672561659135
26,4,30,2.52,-1.32257878664554
26,4,30,2.54,-1.60877523044025
26,4,30,2.56,-2.01793705495647
26,4,30,2.58,-2.61558653948152
26,4,30,2.6,-3.48719418364213
26,4,30,2.62,-4.6694257245174
26,4,30,2.64,-5.85762129437252
26,4,30,2.66,-6.10916136041382
26,4,30,2.68,-5.1122344980352
26,4,30,2.7,-3.82547040980903
26,4,30,2.72,-2.8197876773217
26,4,30,2.74,-2.13278525328253
26,4,30,2.76,-1.6748672546939
26,4,30,2.78,-1.36608814929335
26,4,30,2.8,-1.15312413333137
26,5,30,1.8,-0.193395184357783
26,5,30,1.82,-0.198565200431753
26,5,30,1.84,-0.203921574389015
26,5,30,1.86,-0.209474465026565
26,5,30,1.88,-0.21523570389875
26,5,30,1.9,-0.22121898971228
26,5,30,1.92,-0.22744012445307
26,5,30,1.94,-0.233917300270291
26,5,30,1.96,-0.240671448454898
26,5,30,1.98,-0.247726664829299
26,5,30,2,-0.255110729730606
26,5,30,2.02,-0.262855745821409
26,5,30,2.04,-0.270998923611476
26,5,30,2.06,-0.279583553395194
26,5,30,2.08,-0.288660214106732
26,5,30,2.1,-0.298288285507796
26,5,30,2.12,-0.308537851780455
26,5,30,2.14,-0.319492114356235
26,5,30,2.16,-0.331250473115101
26,5,30,2.18,-0.343932493027223
26,5,30,2.2,-0.357683055511298
26,5,30,2.22,-0.372679111814208
26,5,30,2.24,-0.389138627373012
26,5,30,2.26,-0.407332559176988
26,5,30,2.28,-0.427601086632317
26,5,30,2.3,-0.450375891274177
26,5,30,2.32,-0.476211168093152
26,5,30,2.34,-0.505827445079495
26,5,30,2.36,-0.540174517025125
26,5,30,2.38,-0.580523434003524
26,5,30,2.4,-0.628603526519774
26,5,30,2.42,-0.686810690421323
26,5,30,2.44,-0.758530837053665
26,5,30,2.46,-0.848653410865518
26,5,30,2.48,-0.964404615123979
26,5,30,2.5,-1.11672561659135
26,5,30,2.52,-1.32257878664554
26,5,30,2.54,-1.60877523044025
26,5,30,2.56,-2.01793705495647
26,5,30,2.58,-2.61558653948152
26,5,30,2.6,-3.48719418364213
26,5,30,2.62,-4.6694257245174
26,5,30,2.64,-5.85762129437252
26,5,30,2.66,-6.10916136041382
26,5,30,2.68,-5.1122344980352
26,5,30,2.7,-3.82547040980903
26,5,30,2.72,-2.8197876773217
26,5,30,2.74,-2.13278525328253
26,5,30,2.76,-1.6748672546939
26,5,30,2.78,-1.36608814929335
26,5,30,2.8,-1.15312413333137
26.5,0,30,1.8,-0.197620429321076
26.5,0,30,1.82,-0.203186298225062
26.5,0,30,1.84,-0.208968099839444
26.5,0,30,1.86,-0.214980099328828
26.5,0,30,1.88,-0.221239071827478
26.5,0,30,1.9,-0.227764628146524
26.5,0,30,1.92,-0.234579612099787
26.5,0,30,1.94,-0.24171058605259
26.5,0,30,1.96,-0.249188425826532
26.5,0,30,1.98,-0.257049052021383
26.5,0,30,2,-0.265334332633059
26.5,0,30,2.02,-0.274093202237934
26.5,0,30,2.04,-0.283383056939494
26.5,0,30,2.06,-0.293271503097739
26.5,0,30,2.08,-0.303838563541704
26.5,0,30,2.1,-0.315179480336663
26.5,0,30,2.12,-0.32740830239828
26.5,0,30,2.14,-0.340662515483967
26.5,0,30,2.16,-0.355109070615199
26.5,0,30,2.18,-0.370952308905255
26.5,0,30,2.2,-0.388444487879154
26.5,0,30,2.22,-0.407899920845012
26.5,0,30,2.24,-0.429714201130909
26.5,0,30,2.26,-0.454390685189626
26.5,0,30,2.28,-0.482577498015234
26.5,0,30,2.3,-0.515120045054804
26.5,0,30,2.32,-0.553136784622511
26.5,0,30,2.34,-0.598130563179361
26.5,0,30,2.36,-0.65215544159952
26.5,0,30,2.38,-0.718072000036447
26.5,0,30,2.4,-0.799946945050505
26.5,0,30,2.42,-0.903693533552021
26.5,0,30,2.44,-1.03812281804415
26.5,0,30,2.46,-1.21670853540975
26.5,0,30,2.48,-1.46060117810249
26.5,0,30,2.5,-1.80378653876014
26.5,0,30,2.52,-2.30157661649768
26.5,0,30,2.54,-3.04228032947909
26.5,0,30,2.56,-4.15017263120137
26.5,0,30,2.58,-5.7041946730975
26.5,0,30,2.6,-7.2869942974073
26.5,0,30,2.62,-7.43054359614815
26.5,0,30,2.64,-5.92998535028532
26.5,0,30,2.66,-4.30669777572027
26.5,0,30,2.68,-3.13212522797624
26.5,0,30,2.7,-2.35391465321141
26.5,0,30,2.72,-1.84047234116029
26.5,0,30,2.74,-1.49471446468228
26.5,0,30,2.76,-1.25560455034798
26.5,0,30,2.78,-1.08584692761287
26.5,0,30,2.8,-0.96243089318029
26.5,1,30,1.8,-0.197620429321076
26.5,1,30,1.82,-0.203186298225062
26.5,1,30,1.84,-0.208968099839444
26.5,1,30,1.86,-0.214980099328828
26.5,1,30,1.88,-0.221239071827478
26.5,1,30,1.9,-0.227764628146524
26.5,1,30,1.92,-0.234579612099787
26.5,1,30,1.94,-0.24171058605259
26.5,1,30,1.96,-0.249188425826532
26.5,1,30,1.98,-0.257049052021383
26.5,1,30,2,-0.265334332633059
26.5,1,30,2.02,-0.274093202237934
26.5,1,30,2.04,-0.283383056939494
26.5,1,30,2.06,-0.293271503097739
26.5,1,30,2.08,-0.303838563541704
26.5,1,30,2.1,-0.315179480336663
26.5,1,30,2.12,-0.32740830239828
26.5,1,30,2.14,-0.340662515483967
26.5,1,30,2.16,-0.355109070615199
26.5,1,30,2.18,-0.370952308905255
26.5,1,30,2.2,-0.388444487879154
26.5,1,30,2.22,-0.407899920845012
26.5,1,30,2.24,-0.429714201130909
26.5,1,30,2.26,-0.454390685189626
26.5,1,30,2.28,-0.482577498015234
26.5,1,30,2.3,-0.515120045054804
26.5,1,30,2.32,-0.553136784622511
26.5,1,30,2.34,-0.598130563179361
26.5,1,30,2.36,-0.65215544159952
26.5,1,30,2.38,-0.718072000036447
26.5,1,30,2.4,-0.799946945050505
26.5,1,30,2.42,-0.903693533552021
26.5,1,30,2.44,-1.03812281804415
26.5,1,30,2.46,-1.21670853540975
26.5,1,30,2.48,-1.46060117810249
26.5,1,30,2.5,-1.80378653876014
26.5,1,30,2.52,-2.30157661649768
26.5,1,30,2.54,-3.04228032947909
26.5,1,30,2.56,-4.15017263120137
26.5,1,30,2.58,-5.7041946730975
26.5,1,30,2.6,-7.2869942974073
26.5,1,30,2.62,-7.43054359614815
26.5,1,30,2.64,-5.92998535028532
26.5,1,30,2.66,-4.30669777572027
26.5,1,30,2.68,-3.13212522797624
26.5,1,30,2.7,-2.35391465321141
26.5,1,30,2.72,-1.84047234116029
26.5,1,30,2.74,-1.49471446468228
26.5,1,30,2.76,-1.25560455034798
26.5,1,30,2.78,-1.08584692761287
26.5,1,30,2.8,-0.96243089318029
26.5,2,30,1.8,-0.197620429321076
26.5,2,30,1.82,-0.203186298225062
26.5,2,30,1.84,-0.208968099839444
26.5,2,30,1.86,-0.214980099328828
26.5,2,30,1.88,-0.221239071827478
26.5,2,30,1.9,-0.227764628146524
26.5,2,30,1.92,-0.234579612099787
26.5,2,30,1.94,-0.24171058605259
26.5,2,30,1.96,-0.249188425826532
26.5,2,30,1.98,-0.257049052021383
26.5,2,30,2,-0.265334332633059
26.5,2,30,2.02,-0.274093202237934
26.5,2,30,2.04,-0.283383056939494
26.5,2,30,2.06,-0.293271503097739
26.5,2,30,2.08,-0.303838563541704
26.5,2,30,2.1,-0.315179480336663
26.5,2,30,2.12,-0.32740830239828
26.5,2,30,2.14,-0.340662515483967
26.5,2,30,2.16,-0.355109070615199
26.5,2,30,2.18,-0.370952308905255
26.5,2,30,2.2,-0.388444487879154
26.5,2,30,2.22,-0.407899920845012
26.5,2,30,2.24,-0.429714201130909
26.5,2,30,2.26,-0.454390685189626
26.5,2,30,2.28,-0.482577498015234
26.5,2,30,2.3,-0.515120045054804
26.5,2,30,2.32,-0.553136784622511
26.5,2,30,2.34,-0.598130563179361
26.5,2,30,2.36,-0.65215544159952
26.5,2,30,2.38,-0.718072000036447
26.5,2,30,2.4,-0.799946945050505
26.5,2,30,2.42,-0.903693533552021
26.5,2,30,2.44,-1.03812281804415
26.5,2,30,2.46,-1.21670853540975
26.5,2,30,2.48,-1.46060117810249
26.5,2,30,2.5,-1.80378653876014
26.5,2,30,2.52,-2.30157661649768
26.5,2,30,2.54,-3.04228032947909
26.5,2,30,2.56,-4.15017263120137
26.5,2,30,2.58,-5.7041946730975
26.5,2,30,2.6,-7.2869942974073
26.5,2,30,2.62,-7.43054359614815
26.5,2,30,2.64,-5.92998535028532
26.5,2,30,2.66,-4.30669777572027
26.5,2,30,2.68,-3.13212522797624
26.5,2,30,2.7,-2.35391465321141
26.5,2,30,2.72,-1.84047234116029
26.5,2,30,2.74,-1.49471446468228
26.5,2,30,2.76,-1.25560455034798
26.5,2,30,2.78,-1.08584692761287
26.5,2,30,2.8,-0.96243089318029
26.5,3,30,1.8,-0.197620429321076
26.5,3,30,1.82,-0.203186298225062
26.5,3,30,1.84,-0.208968099839444
26.5,3,30,1.86,-0.214980099328828
26.5,3,30,1.88,-0.221239071827478
26.5,3,30,1.9,-0.227764628146524
26.5,3,30,1.92,-0.234579612099787
26.5,3,30,1.94,-0.24171058605259
26.5,3,30,1.96,-0.249188425826532
26.5,3,30,1.98,-0.257049052021383
26.5,3,30,2,-0.265334332633059
26.5,3,30,2.02,-0.274093202237934
26.5,3,30,2.04,-0.283383056939494
26.5,3,30,2.06,-0.293271503097739
26.5,3,30,2.08,-0.303838563541704
26.5,3,30,2.1,-0.315179480336663
26.5,3,30,2.12,-0.32740830239828
26.5,3,30,2.14,-0.340662515483967
26.5,3,30,2.16,-0.355109070615199
26.5,3,30,2.18,-0.370952308905255
26.5,3,30,2.2,-0.388444487879154
26.5,3,30,2.22,-0.407899920845012
26.5,3,30,2.24,-0.429714201130909
26.5,3,30,2.26,-0.454390685189626
26.5,3,30,2.28,-0.482577498015234
26.5,3,30,2.3,-0.515120045054804
26.5,3,30,2.32,-0.553136784622511
26.5,3,30,2.34,-0.598130563179361
26.5,3,30,2.36,-0.65215544159952
26.5,3,30,2.38,-0.718072000036447
26.5,3,30,2.4,-0.799946945050505
26.5,3,30,2.42,-0.903693533552021
26.5,3,30,2.44,-1.03812281804415
26.5,3,30,2.46,-1.21670853540975
26.5,3,30,2.48,-1.46060117810249
26.5,3,30,2.5,-1.80378653876014
26.5,3,30,2.52,-2.30157661649768
26.5,3,30,2.54,-3.04228032947909
26.5,3,30,2.56,-4.15017263120137
26.5,3,30,2.58,-5.7041946730975
26.5,3,30,2.6,-7.2869942974073
26.5,3,30,2.62,-7.43054359614815
26.5,3,30,2.64,-5.92998535028532
26.5,3,30,2.66,-4.30669777572027
26.5,3,30,2.68,-3.13212522797624
26.5,3,30,2.7,-2.35391465321141
26.5,3,30,2.72,-1.84047234116029
26.5,3,30,2.74,-1.49471446468228
26.5,3,30,2.76,-1.25560455034798
26.5,3,30,2.78,-1.08584692761287
26.5,3,30,2.8,-0.96243089318029
26.5,4,30,1.8,-0.197620429321076
26.5,4,30,1.82,-0.203186298225062
26.5,4,30,1.84,-0.208968099839444
26.5,4,30,1.86,-0.214980099328828
26.5,4,30,1.88,-0.221239071827478
26.5,4,30,1.9,-0.227764628146524
26.5,4,30,1.92,-0.234579612099787
26.5,4,30,1.94,-0.24171058605259
26.5,4,30,1.96,-0.249188425826532
26.5,4,30,1.98,-0.257049052021383
26.5,4,30,2,-0.265334332633059
26.5,4,30,2.02,-0.274093202237934
26.5,4,30,2.04,-0.283383056939494
26.5,4,30,2.06,-0.293271503097739
26.5,4,30,2.08,-0.303838563541704
26.5,4,30,2.1,-0.315179480336663
26.5,4,30,2.12,-0.32740830239828
26.5,4,30,2.14,-0.340662515483967
26.5,4,30,2.16,-0.355109070615199
26.5,4,30,2.18,-0.370952308905255
26.5,4,30,2.2,-0.388444487879154
26.5,4,30,2.22,-0.407899920845012
26.5,4,30,2.24,-0.429714201130909
26.5,4,30,2.26,-0.454390685189626
26.5,4,30,2.28,-0.482577498015234
26.5,4,30,2.3,-0.515120045054804
26.5,4,30,2.32,-0.553136784622511
26.5,4,30,2.34,-0.598130563179361
26.5,4,30,2.36,-0.65215544159952
26.5,4,30,2.38,-0.718072000036447
26.5,4,30,2.4,-0.799946945050505
26.5,4,30,2.42,-0.903693533552021
26.5,4,30,2.44,-1.03812281804415
26.5,4,30,2.46,-1.21670853540975
26.5,4,30,2.48,-1.46060117810249
26.5,4,30,2.5,-1.80378653876014
26.5,4,30,2.52,-2.30157661649768
26.5,4,30,2.54,-3.04228032947909
26.5,4,30,2.56,-4.15017263120137
26.5,4,30,2.58,-5.7041946730975
26.5,4,30,2.6,-7.2869942974073
26.5,4,30,2.62,-7.43054359614815
26.5,4,30,2.64,-5.92998535028532
26.5,4,30,2.66,-4.30669777572027
26.5,4,30,2.68,-3.13212522797624
26.5,4,30,2.7,-2.35391465321141
26.5,4,30,2.72,-1.84047234116029
26.5,4,30,2.74,-1.49471446468228
26.5,4,30,2.76,-1.25560455034798
26.5,4,30,2.78,-1.08584692761287
26.5,4,30,2.8,-0.96243089318029
26.5,5,30,1.8,-0.197620429321076
26.5,5,30,1.82,-0.203186298225062
26.5,5,30,1.84,-0.208968099839444
26.5,5,30,1.86,-0.214980099328828
26.5,5,30,1.88,-0.221239071827478
26.5,5,30,1.9,-0.227764628146524
26.5,5,30,1.92,-0.234579612099787
26.5,5,30,1.94,-0.24171058605259
26.5,5,30,1.96,-0.249188425826532
26.5,5,30,1.98,-0.257049052021383
26.5,5,30,2,-0.265334332633059
26.5,5,30,2.02,-0.274093202237934
26.5,5,30,2.04,-0.283383056939494
26.5,5,30,2.06,-0.293271503097739
26.5,5,30,2.08,-0.303838563541704
26.5,5,30,2.1,-0.315179480336663
26.5,5,30,2.12,-0.32740830239828
26.5,5,30,2.14,-0.340662515483967
26.5,5,30,2.16,-0.355109070615199
26.5,5,30,2.18,-0.370952308905255
26.5,5,30,2.2,-0.388444487879154
26.5,5,30,2.22,-0.407899920845012
26.5,5,30,2.24,-0.429714201130909
26.5,5,30,2.26,-0.454390685189626
26.5,5,30,2.28,-0.482577498015234
26.5,5,30,2.3,-0.515120045054804
26.5,5,30,2.32,-0.553136784622511
26.5,5,30,2.34,-0.598130563179361
26.5,5,30,2.36,-0.65215544159952
26.5,5,30,2.38,-0.718072000036447
